product_name,promotion_tag,price,product_description,tag,image_url,label
﻿샌)넘버원몬테크리스토,,4500,"전문점 그 이상의 격이 다른 시리즈, 넘버원! 몬테크리스토샌드! 
계란물을 입혀 직화로 구워 더욱 촉촉한 샌드위치로 딸기잼, 치즈, 햄이 듬뿍 들어가 맛이 없을 수가 없는, 리얼 몬테크리스토 샌드위치","샌드위치, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674467.jpg,New
﻿도)넘버원돼지김치찜1,,5900,"뚜껑으로 열을 가두어 촉촉하게 즐길 수 있는 찜 도시락!
푹 끓여 깊은 맛이 나는 돼지고기 듬뿍 김치찜이 들어있는 도시락","정식도시락, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674382.jpg,New
﻿주)넘버원에그치킨삼각1,,2200,계란을 가득넣어 만든 밥에 단백질 가득한 닭가슴살 토핑이 들어간 삼각김밥,"삼각김밥, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674306.jpg,New
﻿주)봄바람벚꽃유부주먹밥1,,2700,"봄바람 벚꽃시리즈 유부, 주먹밥 세트, 달콤한 크랩맛살 유부초밥에 고소 짭짤한 참치마요 주먹밥이 세트로 들어간 주먹밥 세트","기타주먹밥, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800271901998.jpg,New
﻿샌)봄바람벚꽃샌드,,3700,봄바람 휘날리면 생각나는 벚꽃! 벚꽃 추출액이 들어간 잼과 달콤아삭한 사과가 들어간 샌드,"샌드위치, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809895795679.jpg,New
﻿햄)봄바람벚꽃버거,,4800,봄바람 휘날리면 생각나는 벚꽃! 벚꽃 추출액이 들어간 버거번에 단짠하게 즐기는 불고기 패티의 버거,"햄버거, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809692957348.jpg,New
﻿김)봄바람벚꽃크랩유부,,3600,벚꽃시즌 분홍빛 유부에 크랩샐러드가 듬뿍 토핑된 유부초밥,"김밥, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801771033325.jpg,New
﻿샐)런치킨브레스트샐러드,,4000,"“ 런치킨 LUNCH + CHICKEN 콤보 샐러드“ 식사대용 모닝빵에 브레스트햄(닭가슴살슬라이스햄)을 넣어 단백질과 포만감을 모두 챙긴 야채, 랜치 드레싱으로 기능성까지 더한 샐러드","샐러드, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931501.png,New
﻿햄)뉴스파이시치킨버거,,3900,더욱 매콤해져서 돌아온 뉴 스파이시치킨버거! 고소한 글레이즈드 번 사이에 매콤한 소스에 버무린 바삭한 치킨패티와 알싸한 할라피뇨가 가득 들어간 버거,"햄버거, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674115.jpg,New
﻿햄)통통치킨다리살버거,,4000,통통한 통살치킨패티가 부드러운 버거번 사이에 가득! 스리라차마요소스를 토핑한 치킨버거!,"햄버거, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809692957379.jpg,New
﻿핫)매콤칠리바삭튀김도그,,3900,"바삭튀긴 핫도그 번으로 바삭함 UP! 톡톡터지는 통통한 소세지로 풍성함 UP!
매콤칠리소스가 듬뿍 들어가 바삭튀김 핫도그 번과의 조합이 일품인 핫도그","핫도그, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809655891627.jpg,New
﻿샐)쉐이킹치킨너겟귀리,,5200,"드레싱 넣고 쉐킷 쉐킷! 고물가 시대, 샐러드 전문점 부럽지 않은 밀샐러드를 5,200원에 담았다! 
아삭한 양상추와 당근채, 맛있는 치킨너겟, 든든한 귀리보리를 한번에 즐길 수 있는 샐러드, 이탈리안 드레싱 동봉","샐러드, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809679628735.jpg,New
﻿샐)쉐이킹콘참치브로콜리,,5200,"드레싱 넣고 쉐킷 쉐킷! 고물가 시대, 샐러드 전문점 부럽지 않은 밀샐러드를 5,200원에 담았다! 
아삭한 양상추와 당근채, 달콤한 콘참치, 브로콜리를 한번에 즐길 수 있는 샐러드, 발사믹 드레싱 동봉","샐러드, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809679628728.jpg,New
﻿샌)급식대가정석샌드,,3500,"급식대가와 함께하는 샌드위치의 정석!
유산균 발효식빵을 사용해 더욱 부드러운 곡물식빵 + 계란 후라이 + 스모키 케챱 + 아삭한 피클 머스타드 소스와 더욱 고소한 아메리칸 더블업 치즈까지!","샌드위치, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801771302506.jpg,New
﻿도)급식대가도시락의정석,,5500,"급식대가 조리하 이미영님의 따뜻한 마음으로 만들어 두가지 맛의 제육볶음과 깻잎계란말이, 다양한 반찬을 꽉꽉 눌러담은 급식대가표 정석도시락","도시락, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801771033288.png,
﻿주)급식대가너비아니삼각,,1300,급식대가 시리즈 2탄! 달콤짭쪼롬한 소스가 버무려진 삼각 너비아니 패티가 들어간 삼각김밥,"삼각김밥, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674191.jpg,New
﻿햄)급식대가정석버거,,3500,"흑백요리사 급식대가와 함께 선보이는 버거의 정석을 보여주는 햄버거 - 
부드러운 햄버거 번 사이에 단짠한 떡갈비와 상하치즈 더블업 치즈가 들어간 버거","햄버거, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279673804.jpg,New
﻿김)급식대가너비아니,,3300,급식대가 시리즈 2탄! 급식대가표 특제 대파간장소스로 맛을 낸 너비아니가 통으로 들어간 김밥,"김밥, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800271901912.jpg,New
﻿샌)한끼충족단짠불고기랩,,4200,"① 단짠 소불고기, 건강한 귀리보리, 달달한 스위트콘에 치즈까지!
② 간편하고 든든한 웜랩으로, 간편하면서도 든든하게 한끼 해결!","샌드위치, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809679628759.jpg,New
﻿샐)런치킨크랜베리샐러드,,4000,"“ 런치킨 LUNCH + CHICKEN 콤보 샐러드“
식사대용 모닝빵에 크랜베리 치킨 토핑을 넣어 단백질과 포만감을 모두 챙긴, 콜라겐 오리엔탈 드레싱으로 기능성까지 더한 샐러드","샐러드, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931518.png,New
﻿샌)콘참치샌드위치,,2900,"부드러운 화이트 식빵에 고소한 참치샐러드(참치,양파,양배추,마요네즈)를 듬뿍 넣어 풍성하고
옥수수콘을 더해 톡톡 터지는 식감을 완성한 샌드위치","샌드위치, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931020.jpg,New
﻿샌)크래프트치즈사과샌드,,2700,"프리미엄 크래프트 크림치즈의 부드러운 풍미와 달콤한 사과잼의 조합! 
달콤한 사과잼을 바른 뒤 햄을 한 층 더 쌓아 맛이 조화로운 3단 샌드위치","샌드위치, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068931006.jpg,New
﻿햄)뉴데리야끼치킨버거,,3800,새롭게 돌아온 뉴데리야끼치킨버거! 부드러운 버거번 사이에 바삭한 치킨패티와 단짠 데리야끼소스의 조합이 일품인 햄버거,"햄버거, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279673750.jpg,New
﻿햄)점보더블치즈버거,,3200,부드러운 자이언트 사이즈의 버거 번 사이에 점보 사이즈의 패티와 아메리칸더블업치즈 2장을 토핑한 가장 맛있는 치즈 버거,"햄버거, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809692957270.jpg,New
﻿샌)한끼충족치폴레치킨랩,,4200,"단백한 그릴드 닭가슴살, 아삭한 양상추, 매콤달달 치폴레마요 드레싱, 건강한 귀리보리로 식감도 즐길 수 있는 웜랩으로, 간편하면서도 든든하게 한끼 해결!","샌드위치, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809679628742.jpg,New
﻿샌)아삭베이컨치즈샌드,,3800,건강한 곡물식빵 사이에 아삭한 청상추와 양상추가 가득! 상하농장 아메리칸 더블업치즈와 쫄깃한 베이컨이 들어가 더욱 영양가있게 즐기는 샌드위치,"샌드위치, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674009.png,New
﻿샌)햄감자토마토샌드,,3600,건강한 곡물식빵 사이에 부드러운 햄감자샐러드와 프레쉬한 토마토가 가득! 상하농장 아메리칸 더블업치즈와 달콤한 딸기잼의 조합이 일품인 샌드위치,"샌드위치, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279673927.jpg,New
﻿샌)바닐라딸기샌드,,2500,신규로 선보이는 신개념 1입 샌드! 남녀노소가 좋아하는 부드러운 바닐라 크림에 상큼한 딸기가 가득한 샌드위치,"샌드위치, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809895795952.jpg,New
﻿샌)얼그레이딸기샌드,,2500,신규로 선보이는 신개념 1입 샌드! 얼그레이가 콕콕박힌 풍미넘치는 얼그레이크림에 상큼한 딸기가 가득한 샌드위치,"샌드위치, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809895795914.jpg,New
﻿샐)쉐이킹쿠스쿠스포크,,5200,"드레싱 넣고 쉐킷 쉐킷! 고물가 시대, 샐러드 전문점 부럽지 않은 밀샐러드를 5,200원에 담았다! 
든든한 쿠스쿠스에 달콤한 스위트콘, 아삭한 양상추, 상큼한 파인애플, 달달한 포크불고기를 한번에 즐길 수 있는 샐러드, 이탈리안 드레싱 동봉.","샐러드, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809679628711.jpg,New
﻿샐)쉐이킹귀리보리치킨,,5200,"드레싱 넣고 쉐킷 쉐킷! 고물가 시대, 샐러드 전문점 부럽지 않은 밀샐러드를 5,200원에 담았다! 
아삭한 양상추와 당근채, 건강한 귀리보리, 든든한 닭가슴살까지 한번에 즐길 수 있는 샐러드, SOY 소이 드레싱 동봉","샐러드, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809679628704.jpg,New
﻿햄)하랜띵스XO치킨버거,,4500,하랜띵스 소스와 콜라보한 햄버거로 XO쉬림프소스가 가득! 부드러운 햄버거 번 사이에 바삭한 치킨패티와 매콤한 XO쉬림프소스와 스모키한 케찹 샐러드가 들어간 버거,"햄버거, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801771302469.jpg,New
﻿샌)뉴참치샌드1,,3700,"① 건강한 곡물식빵 사이에 고소한 참치샐러드와 프레쉬한 토마토가 가득!
② 상하농장 아메리칸 더블업치즈와 아삭한 양상추로 더욱 조화롭게 즐기는 샌드위치","샌드위치, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279673965.jpg,New
﻿김)하랜띵스베이컨치즈1,,3500,"· 프리미엄 핫소스 하랜띵스 제휴 시리즈! 
· 하랜띵스의 대표 핫소스 ‘파마산고추장소스’를 사용하여 고급스럽고 진한 치즈 풍미가 일품인 맵달한 베이컨 치즈 김밥","줄김밥, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279673880.jpg,New
﻿주)하랜띵스XO비빔삼각,,1400,감칠맛 넘치는 하랜띵스XO 쉬림프 소스를 비벼만든 밥에 고기볶음 토핑이 들어간 삼각김밥,"삼각김밥, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279673842.jpg,New
﻿샌)100%피넛버터그릭샌드,,4500,"상큼한 사과 슬라이스와 100%피넛버터, 그릭요거트를 토핑한 헬시플레저 샌드위치","샌드위치, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809895795877.jpg,New
﻿샐)에그포테이토샐러드,,4500,"달달한 에그마요 포테이토 식감을 즐길 수 있는 쿠스쿠스, 블랙 올리브, 믹스양상추, 적채까지! 다양함을 즐길 수 있는 샐러드, 스파이시 랜치 드레싱 동봉","샐러드, 간편식사",https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809679628698.jpg,New
